,package,fileName,type,desc,priority,start,end,label,code,lineNum,statementNum,branchStatementNum,callNum,cycleComplexity,depth
3254,cassandra-all-3.11.8,CompressionParams,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,STYLE,3,250,250,false,MethodDeclaration Modifier public Annotation Override setConf FormalParameter Modifier final ReferenceType Configuration conf SynchronizedStatement ClassReference ReferenceType UserProvider IfStatement BinaryOperation instanceof MemberReference groups ReferenceType User ReferenceType TestingGroups BlockStatement StatementExpression Assignment MemberReference groups MethodInvocation Groups MemberReference conf getUserToGroupsMappingService = End,17,14,9,7,10,4
477,camel-core-2.22.5,FileIdempotentRepository,DM_DEFAULT_ENCODING,I18N,1,337,337,false,MethodDeclaration Modifier public BasicType long perfLogEnd FormalParameter ReferenceType String callerName FormalParameter ReferenceType String method FormalParameter ReferenceType String additionalInfo LocalVariableDeclaration BasicType long VariableDeclarator endTime MethodInvocation System currentTimeMillis StatementExpression MethodInvocation endTimes MemberReference method ClassCreator ReferenceType Long MemberReference endTime put,7,4,1,1,2,3
1841,cassandra-all-2.1.21,CqlParser,NP_NULL_PARAM_DEREF,CORRECTNESS,2,17909,17909,false,MethodDeclaration Modifier public Annotation Override ReferenceType Timestamp createValue ReturnStatement MemberReference TIMESTAMP_INSTANCE,14,8,5,2,5,6
1739,cassandra-all-2.1.21,CliParser,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,STYLE,2,5626,5626,false,"MethodDeclaration Modifier public ReferenceType Message ReferenceType Response execute FormalParameter ReferenceType QueryState state TryStatement LocalVariableDeclaration ReferenceType ParsedStatement ReferenceType Prepared VariableDeclarator prepared MethodInvocation handler MemberReference statementId getPrepared IfStatement BinaryOperation == MemberReference prepared Literal null ThrowStatement ClassCreator ReferenceType PreparedQueryNotFoundException MemberReference statementId End IfStatement BinaryOperation == MethodInvocation options getPageSize Literal 0 ThrowStatement ClassCreator ReferenceType ProtocolException Literal ""The page size cannot be 0"" End CatchClause CatchClauseParameter Exception e StatementExpression MethodInvocation JVMStabilityInspector MemberReference e inspectThrowable",28,22,8,5,9,5
4084,cassandra-all-4.0-beta2,Cql_Parser,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,3,6071,6071,false,,10,5,2,1,3,4
2055,cassandra-all-2.1.21,QueryProcessor,BC_VACUOUS_INSTANCEOF,STYLE,2,390,390,false,MethodDeclaration Modifier public BasicType int serializedSize FormalParameter ReferenceType IRowCacheEntry entry LocalVariableDeclaration BasicType int VariableDeclarator size MethodInvocation TypeSizes Literal true sizeof IfStatement BinaryOperation instanceof MemberReference entry ReferenceType RowCacheSentinel StatementExpression Assignment MemberReference size MethodInvocation sizeof += StatementExpression Assignment MemberReference size MethodInvocation CachedPartition.cacheSerializer Cast ReferenceType CachedPartition MemberReference entry serializedSize += End,10,7,2,3,3,3
6936,kylin-core-common-2.6.4,Array,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,76,76,false,,11,6,2,1,4,4
3954,cassandra-all-4.0-beta2,Cql_Parser,DLS_DEAD_LOCAL_STORE,STYLE,2,17528,17528,false,,8,5,3,1,3,5
2817,cassandra-all-3.0.22,DecoratedKey,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,82,82,false,MethodDeclaration Modifier public Annotation Override ReferenceType K getReferenceKey FormalParameter ReferenceType Reference TypeArgument ReferenceType V ref ReturnStatement Cast ReferenceType WeakObjectReference MemberReference ref,8,6,2,4,3,2
4948,commons-bcel-c6d2ad474e4d1a4540e498e2798b6968022d182c,Select,EI_EXPOSE_REP,MALICIOUS_CODE,2,259,259,false,,3,1,0,0,1,2
4998,commons-bcel-cfaa578439109afe801ef4448df55d5a17271604,LineNumberTable,EI_EXPOSE_REP,MALICIOUS_CODE,2,114,114,false,,3,1,0,0,1,2
792,camel-core-2.23.3,FileUtil,DM_GC,PERFORMANCE,1,439,439,true,MethodDeclaration Modifier public handleStreamEvent FormalParameter ReferenceType StreamEvent event SwitchStatement MemberReference event eventType SwitchStatementCase STREAM_PREPARED StatementExpression Assignment MemberReference notif ClassCreator ReferenceType Notification ClassReference StreamEvent MethodInvocation getCanonicalName ReferenceType SessionPreparedEvent = StatementExpression MethodInvocation notif MethodInvocation SessionInfoCompositeData MemberReference event planId Cast ReferenceType StreamEvent ReferenceType SessionPreparedEvent MemberReference event toCompositeData setUserData End,7,3,2,3,3,4
3013,cassandra-all-3.0.22,Schema,DM_CONVERT_CASE,I18N,3,117,117,false,MethodDeclaration Modifier public Annotation Override putNormalizedKey FormalParameter ReferenceType Instant record FormalParameter ReferenceType MemorySegment target FormalParameter BasicType int offset FormalParameter BasicType int numBytes IfStatement BinaryOperation >= MemberReference numBytes MemberReference secondsBytes BlockStatement StatementExpression Assignment MemberReference offset MemberReference secondsBytes += StatementExpression Assignment MemberReference numBytes MemberReference secondsBytes -= IfStatement BinaryOperation >= MemberReference numBytes MemberReference nanosBytes BlockStatement BlockStatement LocalVariableDeclaration Modifier final BasicType int VariableDeclarator nanos MethodInvocation record getNano ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation < MemberReference i MemberReference numBytes MemberReference ++ i BlockStatement StatementExpression MethodInvocation target BinaryOperation + MemberReference offset MemberReference i Cast BasicType byte BinaryOperation >>> MemberReference nanos BinaryOperation << BinaryOperation - Literal 3 MemberReference i Literal 3 put End End End,3,1,0,1,1,2
5794,flink-core-1.11.2,Keys,EI_EXPOSE_REP,MALICIOUS_CODE,2,380,380,false,,4,15,0,3,6,4
6501,hbase-common-1.2.10,CellComparator,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,STYLE,2,433,433,false,,16,9,6,3,8,3
5956,flink-core-1.6.4,DualInputOperator,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,3,281,281,false,,7,2,1,1,1,2
5280,commons-jexl-f62455eba65a067b54aef36434122aa5d67892c0,TemplateInterpreter,DLS_DEAD_LOCAL_STORE,STYLE,2,162,162,false,,4,2,0,0,1,2
4442,cassandra-all-4.0-beta2,PropertyFileSnitch,REC_CATCH_EXCEPTION,STYLE,3,150,150,false,,5,2,1,0,2,2
7052,kylin-core-common-3.0.0-alpha,MemoryBudgetController,JLM_JSR166_LOCK_MONITORENTER,MT_CORRECTNESS,1,234,234,false,,18,12,6,1,7,3
4730,commons-bcel-8804a93690cd4be12024345225e0934d66aa4cf6,ModulePackages,EI_EXPOSE_REP,MALICIOUS_CODE,2,110,110,false,,3,1,0,0,1,2
2812,cassandra-all-3.0.22,DataLimits,BC_UNCONFIRMED_CAST,STYLE,3,870,870,false,MethodDeclaration Modifier final public ReferenceType TruncateStatement truncateStatement RecognitionException TryStatement BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA120_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation == MemberReference LA120_0 MemberReference K_COLUMNFAMILY BlockStatement End SwitchStatement MemberReference alt120 SwitchStatementCase Literal 1 BlockStatement StatementExpression MethodInvocation MemberReference input MemberReference K_COLUMNFAMILY MemberReference FOLLOW_K_COLUMNFAMILY_in_truncateStatement6166 match End CatchClause CatchClauseParameter RecognitionException re,6,4,3,1,3,5
392,camel-core-2.22.5,CamelContextHelper,NP_BOOLEAN_RETURN_NULL,BAD_PRACTICE,2,502,502,true,MethodDeclaration Modifier protected initializeDatamodel FormalParameter Modifier final ReferenceType Map TypeArgument ReferenceType String TypeArgument ReferenceType Object data IfStatement BinaryOperation == MemberReference globalContext Literal null BlockStatement StatementExpression MethodInvocation MemberReference rootdm MethodInvocation getGlobalContext MemberReference evaluator MemberReference errorReporter cloneDatamodel IfStatement BinaryOperation != MemberReference data Literal null BlockStatement ForStatement EnhancedForControl VariableDeclaration ReferenceType String VariableDeclarator key MethodInvocation data keySet BlockStatement IfStatement MethodInvocation globalContext MemberReference key has BlockStatement StatementExpression MethodInvocation globalContext MemberReference key MethodInvocation data MemberReference key get set End End End End,6,3,1,1,2,2
1255,camel-core-2.24.2,XMLSecurityDataFormat,EI_EXPOSE_REP2,MALICIOUS_CODE,2,358,358,false,MethodDeclaration Modifier public Annotation Override BasicType int compareToReference FormalParameter ReferenceType TypeComparator TypeArgument ReferenceType T referencedComparator LocalVariableDeclaration ReferenceType NullAwareComparator VariableDeclarator otherComparator Cast ReferenceType NullAwareComparator MemberReference referencedComparator,3,1,0,0,1,2
4565,cassandra-all-4.0-beta2,StandaloneSSTableUtil,DM_EXIT,BAD_PRACTICE,3,181,181,false,,11,7,2,4,3,5
1867,cassandra-all-2.1.21,CqlParser,SF_SWITCH_NO_DEFAULT,STYLE,2,1373,1386,false,"MethodDeclaration Modifier public ReferenceType OnDiskSuperBlock getSuperBlock FormalParameter BasicType int idx AssertStatement BinaryOperation < MemberReference idx MemberReference superBlockCnt MethodInvocation String Literal ""requested index %d is greater than super block count %d"" MemberReference idx MemberReference superBlockCnt format LocalVariableDeclaration BasicType long VariableDeclarator blockOffset MethodInvocation indexFile BinaryOperation + MemberReference superBlocksOffset BinaryOperation * MemberReference idx Literal 8 getLong",27,17,8,8,12,8
1015,camel-core-2.24.2,CatalogHelper,DM_DEFAULT_ENCODING,I18N,1,40,40,false,MethodDeclaration Modifier public setParameterTypes FormalParameter ReferenceType Class TypeArgument ? parameterTypes StatementExpression Assignment This MemberReference parameterTypes MemberReference parameterTypes =,4,1,0,0,3,2
6240,flink-core-1.8.0,SingleInputOperator,EI_EXPOSE_REP,MALICIOUS_CODE,2,179,179,false,,6,2,1,1,1,2
226,camel-core-2.21.5,ManagedResequencer,NP_BOOLEAN_RETURN_NULL,BAD_PRACTICE,1,86,86,true,MethodDeclaration Modifier public ReferenceType T get FormalParameter BasicType long timeout FormalParameter ReferenceType TimeUnit unit InterruptedException ExecutionException TimeoutException StatementExpression MethodInvocation MemberReference timeout MemberReference unit await,7,3,2,0,3,3
3956,cassandra-all-4.0-beta2,Cql_Parser,DLS_DEAD_LOCAL_STORE,STYLE,2,17554,17554,false,,8,5,3,1,3,5
4990,commons-bcel-cfaa578439109afe801ef4448df55d5a17271604,JavaClass,EI_EXPOSE_REP,MALICIOUS_CODE,2,402,402,false,,3,1,0,0,1,2
4190,cassandra-all-4.0-beta2,Cql_Parser,SF_SWITCH_NO_DEFAULT,STYLE,2,3392,3399,false,,76,59,30,13,28,8
3547,cassandra-all-3.11.8,OnDiskIndex,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,STYLE,3,581,581,false,MethodDeclaration Modifier public ReferenceType Reader getReader ReturnStatement ClassCreator ReferenceType InputStreamReader MethodInvocation getInputStream,10,2,3,0,1,3
6521,hbase-common-1.2.10,KeyValue,EI_EXPOSE_REP,MALICIOUS_CODE,2,1332,1332,false,,4,1,0,0,1,2
6814,hbase-common-2.2.1,ByteBufferArray,UC_USELESS_CONDITION,STYLE,3,289,289,true,,14,9,2,1,4,3
6828,hbase-common-2.2.1,CommonsCryptoAESEncryptor,EI_EXPOSE_REP,MALICIOUS_CODE,2,68,68,false,,4,1,0,0,1,2
2194,cassandra-all-2.2.18,CassandraDaemon,DM_EXIT,BAD_PRACTICE,2,677,677,false,MethodDeclaration Modifier final public ReferenceType DeleteStatement deleteStatement RecognitionException TryStatement BlockStatement LocalVariableDeclaration ReferenceType Attributes VariableDeclarator attrs ClassCreator ReferenceType Attributes LocalVariableDeclaration ReferenceType List TypeArgument ReferenceType Term VariableDeclarator columnsList MethodInvocation Collections emptyList LocalVariableDeclaration BasicType int VariableDeclarator LA33_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation == MemberReference LA33_0 MemberReference FLOAT BinaryOperation && BinaryOperation >= MemberReference LA33_0 MemberReference IDENT BinaryOperation <= MemberReference LA33_0 MemberReference INTEGER BinaryOperation == MemberReference LA33_0 MemberReference K_KEY BinaryOperation == MemberReference LA33_0 MemberReference QMARK BinaryOperation == MemberReference LA33_0 MemberReference STRING_LITERAL BinaryOperation == MemberReference LA33_0 MemberReference UUID BlockStatement End SwitchStatement MemberReference alt33 SwitchStatementCase Literal 1 BlockStatement StatementExpression Assignment MemberReference cols MethodInvocation termList = End LocalVariableDeclaration BasicType int VariableDeclarator LA34_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation || BinaryOperation && BinaryOperation >= MemberReference LA34_0 MemberReference IDENT BinaryOperation <= MemberReference LA34_0 MemberReference INTEGER BinaryOperation == MemberReference LA34_0 MemberReference STRING_LITERAL BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA34_1 MethodInvocation input Literal 2 LA IfStatement BinaryOperation == MemberReference LA34_1 Literal 86 BlockStatement End End SwitchStatement MemberReference alt34 SwitchStatementCase Literal 1 BlockStatement StatementExpression Assignment MemberReference keyspace MethodInvocation input Literal 1 LT = IfStatement BinaryOperation || BinaryOperation && BinaryOperation >= MethodInvocation input Literal 1 LA MemberReference IDENT BinaryOperation <= MethodInvocation input Literal 1 LA MemberReference INTEGER BinaryOperation == MethodInvocation input Literal 1 LA MemberReference STRING_LITERAL BlockStatement End End StatementExpression Assignment MemberReference columnFamily MethodInvocation input Literal 1 LT = IfStatement BinaryOperation || BinaryOperation && BinaryOperation >= MethodInvocation input Literal 1 LA MemberReference IDENT BinaryOperation <= MethodInvocation input Literal 1 LA MemberReference INTEGER BinaryOperation == MethodInvocation input Literal 1 LA MemberReference STRING_LITERAL BlockStatement End LocalVariableDeclaration BasicType int VariableDeclarator LA35_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation == MemberReference LA35_0 MemberReference K_USING BlockStatement End SwitchStatement MemberReference alt35 SwitchStatementCase Literal 1 BlockStatement StatementExpression MethodInvocation MemberReference attrs usingClauseDelete End LocalVariableDeclaration BasicType int VariableDeclarator LA37_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation == MemberReference LA37_0 MemberReference K_WHERE BlockStatement End SwitchStatement MemberReference alt37 SwitchStatementCase Literal 1 BlockStatement StatementExpression Assignment MemberReference key_alias MethodInvocation term = LocalVariableDeclaration BasicType int VariableDeclarator LA36_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation == MemberReference LA36_0 Literal 90 BlockStatement IfStatement BinaryOperation == MemberReference LA36_0 MemberReference K_IN BlockStatement End End SwitchStatement MemberReference alt36 SwitchStatementCase Literal 1 BlockStatement StatementExpression Assignment MemberReference key MethodInvocation term = StatementExpression Assignment MemberReference keyList MethodInvocation Collections MemberReference key singletonList = SwitchStatementCase Literal 2 BlockStatement StatementExpression Assignment MemberReference keys MethodInvocation termList = End End ReturnStatement ClassCreator ReferenceType DeleteStatement MemberReference columnsList TernaryExpression BinaryOperation != MemberReference keyspace Literal null MethodInvocation keyspace getText Literal null TernaryExpression BinaryOperation != MemberReference columnFamily Literal null MethodInvocation columnFamily getText Literal null MethodInvocation key_alias getText MemberReference keyList MemberReference attrs CatchClause CatchClauseParameter RecognitionException re,5,2,1,1,2,3
6927,kylin-core-common-2.6.0,SimplePerfLogger,DM_NUMBER_CTOR,PERFORMANCE,2,38,38,false,,4,2,0,2,1,2
5782,flink-core-1.11.2,GuavaFlinkConnectorRateLimiter,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,3,67,67,false,,4,1,0,2,1,2
2757,cassandra-all-3.0.22,CqlParser,SF_SWITCH_NO_DEFAULT,STYLE,2,5025,5032,false,MethodDeclaration Modifier public ReInit FormalParameter ReferenceType java ReferenceType io ReferenceType Reader dstream FormalParameter BasicType int startline FormalParameter BasicType int startcolumn FormalParameter BasicType int buffersize StatementExpression Assignment MemberReference inputStream MemberReference dstream = StatementExpression Assignment MemberReference line MemberReference startline = StatementExpression Assignment MemberReference column BinaryOperation - MemberReference startcolumn Literal 1 = IfStatement BinaryOperation || BinaryOperation == MemberReference buffer Literal null BinaryOperation != MemberReference buffersize MemberReference buffer length BlockStatement StatementExpression Assignment MemberReference available Assignment MemberReference bufsize MemberReference buffersize = = StatementExpression Assignment MemberReference buffer ArrayCreator BasicType char MemberReference buffersize = StatementExpression Assignment MemberReference bufline ArrayCreator BasicType int MemberReference buffersize = StatementExpression Assignment MemberReference bufcolumn ArrayCreator BasicType int MemberReference buffersize = End StatementExpression Assignment MemberReference prevCharIsLF Assignment MemberReference prevCharIsCR Literal false = = StatementExpression Assignment MemberReference tokenBegin Assignment MemberReference inBuf Assignment MemberReference maxNextCharInd Literal 0 = = = StatementExpression Assignment MemberReference bufpos Literal - 1 =,18,10,5,4,5,7
3615,cassandra-all-3.11.8,Ref,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,3,517,517,false,,4,2,0,0,1,2
6627,hbase-common-1.6.0,Base64,PZLA_PREFER_ZERO_LENGTH_ARRAYS,STYLE,3,753,753,false,,18,11,6,1,7,6
1574,cassandra-all-2.1.21,AbstractByteOrderedPartitioner,BC_UNCONFIRMED_CAST,STYLE,3,50,50,false,"MethodDeclaration Modifier public verify FormalParameter BasicType boolean extended IOException TryStatement LocalVariableDeclaration ReferenceType EnumSet TypeArgument ReferenceType MetadataType VariableDeclarator types MethodInvocation EnumSet MemberReference MetadataType VALIDATION MemberReference MetadataType STATS MemberReference MetadataType HEADER of LocalVariableDeclaration ReferenceType Map TypeArgument ReferenceType MetadataType TypeArgument ReferenceType MetadataComponent VariableDeclarator sstableMetadata MethodInvocation sstable.descriptor MethodInvocation MemberReference sstable descriptor MemberReference types deserialize getMetadataSerializer IfStatement BinaryOperation && MethodInvocation sstableMetadata MemberReference MetadataType VALIDATION containsKey Cast ReferenceType ValidationMetadata MethodInvocation sstableMetadata MemberReference MetadataType VALIDATION get ThrowStatement ClassCreator ReferenceType IOException Literal ""Partitioner does not match validation metadata"" End CatchClause CatchClauseParameter Throwable t TryStatement IfStatement BinaryOperation && BinaryOperation != MemberReference sstable.descriptor digestComponent Literal null ClassCreator MethodInvocation exists ReferenceType File MethodInvocation sstable.descriptor MemberReference sstable.descriptor digestComponent filenameFor BlockStatement End CatchClause CatchClauseParameter IOException e IfStatement MemberReference ! extended ReturnStatement End TryStatement LocalVariableDeclaration ReferenceType ByteBuffer VariableDeclarator nextIndexKey MethodInvocation ByteBufferUtil MemberReference indexFile readWithShortLength WhileStatement MethodInvocation ! dataFile isEOF BlockStatement IfStatement MethodInvocation verifyInfo isStopRequested ThrowStatement ClassCreator ReferenceType CompactionInterruptedException End TryStatement StatementExpression Assignment MemberReference nextIndexKey TernaryExpression MethodInvocation indexFile isEOF Literal null MethodInvocation ByteBufferUtil MemberReference indexFile readWithShortLength = CatchClause CatchClauseParameter Throwable th AssertStatement BinaryOperation || BinaryOperation != MemberReference currentIndexKey Literal null MethodInvocation indexFile isEOF TryStatement TryStatement TryResource ReferenceType UnfilteredRowIterator iterator MethodInvocation SSTableIdentityIterator MemberReference sstable MemberReference dataFile MemberReference key create CatchClause CatchClauseParameter Throwable th End CatchClause CatchClauseParameter Throwable t",3,1,0,0,1,2
1129,camel-core-2.24.2,ManagedCamelContext,REC_CATCH_EXCEPTION,STYLE,3,333,333,false,MethodDeclaration forceNewerGenerationUnsafe StatementExpression Assignment MemberReference generation Literal 1 +=,8,4,2,1,3,3
4855,commons-bcel-c261c611aa0c9fa4314760449bc0ad5360010e94,JavaClass,EI_EXPOSE_REP2,MALICIOUS_CODE,2,556,556,false,,3,1,0,0,1,2
133,camel-core-2.21.5,DefaultRestRegistry,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,3,75,75,true,MethodDeclaration Modifier static public BasicType byte fromList FormalParameter ReferenceType List TypeArgument ReferenceType Tag tags IfStatement BinaryOperation || BinaryOperation == MemberReference tags Literal null BinaryOperation <= MethodInvocation tags size Literal 0 ReturnStatement Literal null End,10,4,3,4,4,4
1248,camel-core-2.24.2,WeightedRandomLoadBalancer,NP_NULL_ON_SOME_PATH,CORRECTNESS,2,67,67,false,MethodDeclaration Modifier static public ReferenceType AbstractType TypeArgument ? parse FormalParameter ReferenceType String keyspace FormalParameter ReferenceType String unparsed FormalParameter ReferenceType Types userTypes LocalVariableDeclaration ReferenceType String VariableDeclarator lowercased MethodInvocation unparsed toLowerCase,12,7,3,4,4,3
944,camel-core-2.23.3,URISupport,UC_USELESS_CONDITION,STYLE,3,245,245,false,MethodDeclaration Modifier public Annotation Override BasicType int compare FormalParameter ReferenceType T first FormalParameter ReferenceType T second LocalVariableDeclaration BasicType int VariableDeclarator comp MethodInvocation first MemberReference second compareTo ReturnStatement TernaryExpression MemberReference ascendingComparison MemberReference comp MemberReference - comp,47,33,14,21,18,6
2176,cassandra-all-2.2.18,BulkLoader,DM_EXIT,BAD_PRACTICE,3,341,341,false,MethodDeclaration Modifier public BasicType boolean process FormalParameter ReferenceType Exchange exchange FormalParameter ReferenceType AsyncCallback callback TryStatement CatchClause CatchClauseParameter Throwable e,11,7,2,4,3,5
2506,cassandra-all-2.2.18,SSTableLoader,BC_UNCONFIRMED_CAST,STYLE,3,215,215,false,"MethodDeclaration Modifier static public ReferenceType LambdaExecutable checkAndExtractLambda FormalParameter ReferenceType Function function TypeExtractionException TryStatement ForStatement ForControl VariableDeclaration ReferenceType Class TypeArgument ? VariableDeclarator clazz MethodInvocation function getClass BinaryOperation != MemberReference clazz Literal null Assignment MemberReference clazz MethodInvocation clazz getSuperclass = BlockStatement TryStatement LocalVariableDeclaration ReferenceType Method VariableDeclarator replaceMethod MethodInvocation clazz Literal ""writeReplace"" getDeclaredMethod LocalVariableDeclaration ReferenceType Object VariableDeclarator serialVersion MethodInvocation replaceMethod MemberReference function invoke IfStatement BinaryOperation && BinaryOperation != MemberReference serialVersion Literal null BinaryOperation == MethodInvocation serialVersion getClass ClassReference ReferenceType SerializedLambda BlockStatement StatementExpression Assignment MemberReference serializedLambda Cast ReferenceType SerializedLambda MemberReference serialVersion = End CatchClause CatchClauseParameter NoSuchMethodException e End IfStatement BinaryOperation == MemberReference serializedLambda Literal null BlockStatement End LocalVariableDeclaration ReferenceType String VariableDeclarator className MethodInvocation serializedLambda getImplClass LocalVariableDeclaration ReferenceType String VariableDeclarator methodName MethodInvocation serializedLambda getImplMethodName LocalVariableDeclaration ReferenceType String VariableDeclarator methodSig MethodInvocation serializedLambda getImplMethodSignature LocalVariableDeclaration ReferenceType Class TypeArgument ? VariableDeclarator implClass MethodInvocation Class MethodInvocation className Literal '/' Literal '.' replace Literal true MethodInvocation Thread MethodInvocation getContextClassLoader currentThread forName IfStatement MethodInvocation methodName Literal ""<init>"" equals BlockStatement LocalVariableDeclaration ReferenceType Constructor TypeArgument ? VariableDeclarator constructors MethodInvocation implClass getDeclaredConstructors ForStatement EnhancedForControl VariableDeclaration ReferenceType Constructor TypeArgument ? VariableDeclarator constructor MemberReference constructors BlockStatement IfStatement MethodInvocation MethodInvocation MemberReference methodSig equals MemberReference constructor getConstructorDescriptor BlockStatement End End BlockStatement LocalVariableDeclaration ReferenceType List TypeArgument ReferenceType Method VariableDeclarator methods MethodInvocation MemberReference implClass getAllDeclaredMethods ForStatement EnhancedForControl VariableDeclaration ReferenceType Method VariableDeclarator method MemberReference methods BlockStatement IfStatement BinaryOperation && MethodInvocation method MethodInvocation MemberReference methodName equals getName MethodInvocation MethodInvocation MemberReference methodSig equals MemberReference method getMethodDescriptor BlockStatement End End End ThrowStatement ClassCreator ReferenceType TypeExtractionException Literal ""No lambda method found."" CatchClause CatchClauseParameter Exception e ThrowStatement ClassCreator ReferenceType TypeExtractionException BinaryOperation + BinaryOperation + BinaryOperation + Literal ""Could not extract lambda method out of function: "" MethodInvocation getSimpleName Literal "" - "" MethodInvocation getMessage",5,2,1,0,2,3
3068,cassandra-all-3.0.22,StandaloneVerifier,DM_EXIT,BAD_PRACTICE,3,157,157,false,MethodDeclaration Modifier final public ReferenceType ParameterAnnotationEntry getParameterAnnotationTable ReturnStatement MemberReference parameter_annotation_table,11,7,2,4,3,5
4048,cassandra-all-4.0-beta2,Cql_Parser,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,3,16486,16486,false,,16,10,7,1,62,6
2212,cassandra-all-2.2.18,CFMetaData,SF_SWITCH_NO_DEFAULT,STYLE,2,1391,1397,false,MethodDeclaration Modifier final public ReferenceType RawSelector selector RecognitionException TryStatement BlockStatement StatementExpression Assignment MemberReference us MethodInvocation unaliasedSelector = LocalVariableDeclaration BasicType int VariableDeclarator LA14_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation == MemberReference LA14_0 MemberReference K_AS BlockStatement End SwitchStatement MemberReference alt14 SwitchStatementCase Literal 1 BlockStatement StatementExpression MethodInvocation MemberReference input MemberReference K_AS MemberReference FOLLOW_K_AS_in_selector1313 match StatementExpression MethodInvocation MemberReference FOLLOW_noncol_ident_in_selector1317 pushFollow StatementExpression Assignment MemberReference c MethodInvocation noncol_ident = StatementExpression MemberReference -- state _fsp End CatchClause CatchClauseParameter RecognitionException re,9,5,4,1,4,5
1981,cassandra-all-2.1.21,FailureDetector,DM_DEFAULT_ENCODING,I18N,1,191,191,false,MethodDeclaration Modifier public Annotation Converter ReferenceType String toString FormalParameter ReferenceType Source source FormalParameter ReferenceType Exchange exchange TransformerException IfStatement BinaryOperation == MemberReference source Literal null BlockStatement IfStatement BinaryOperation instanceof MemberReference source ReferenceType StringSource BlockStatement IfStatement BinaryOperation instanceof MemberReference source ReferenceType BytesSource BlockStatement ReturnStatement ClassCreator ReferenceType String Cast ReferenceType BytesSource MemberReference source End End End,7,4,1,1,2,3
3351,cassandra-all-3.11.8,Cql_Parser,SF_SWITCH_NO_DEFAULT,STYLE,2,6568,6572,false,MethodDeclaration Modifier public close FormalParameter BasicType boolean closeUnderlying IOException IfStatement MethodInvocation closed Literal false Literal true compareAndSet BlockStatement TryStatement IfStatement MethodInvocation spillFile exists BlockStatement StatementExpression MethodInvocation spillFile delete End CatchClause CatchClauseParameter Throwable e End,16,8,5,2,5,7
5422,commons-net-396322b9807fa07bd6b9441b8bc8d770ae8b7247,TFTPDataPacket,EI_EXPOSE_REP2,MALICIOUS_CODE,2,218,218,false,,3,1,0,0,1,2
1744,cassandra-all-2.1.21,CliParser,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,STYLE,2,6088,6088,false,MethodDeclaration Modifier final public setParameterAnnotationTable FormalParameter Modifier final ReferenceType ParameterAnnotationEntry parameter_annotation_table StatementExpression Assignment This MemberReference parameter_annotation_table MemberReference parameter_annotation_table =,18,12,4,3,5,5
5165,commons-collections-a9dd82f83e751022d1a7f8e6fde246d9082aeca5,ObjectArrayIterator,EI_EXPOSE_REP,MALICIOUS_CODE,2,149,149,false,,3,1,0,1,1,2
5554,flink-core-1.10.0,EnumComparator,ICAST_QUESTIONABLE_UNSIGNED_RIGHT_SHIFT,STYLE,2,72,72,false,,11,6,4,3,5,4
6796,hbase-common-2.1.9,WeakObjectPool,BC_UNCONFIRMED_CAST,STYLE,3,66,66,false,,4,1,0,1,1,2
1485,camel-core-2.25.2,ReloadStrategySupport,DM_BOXED_PRIMITIVE_FOR_PARSING,PERFORMANCE,1,107,107,true,MethodDeclaration Modifier public ReferenceType String getLocations ReturnStatement MemberReference dataNodes,27,19,6,15,10,6
1778,cassandra-all-2.1.21,CliParser,SF_SWITCH_NO_DEFAULT,STYLE,2,7288,7301,false,MethodDeclaration Modifier public ReferenceType BinLog build FormalParameter BasicType boolean cleanDirectory SynchronizedStatement MemberReference currentPaths IfStatement MethodInvocation currentPaths MemberReference path contains ThrowStatement ClassCreator ReferenceType IllegalStateException End TryStatement IfStatement MemberReference cleanDirectory BlockStatement IfStatement MethodInvocation path MethodInvocation exists toFile BlockStatement End End CatchClause CatchClauseParameter Exception e,65,54,22,16,21,10
